I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
5762		2004	2	16	14	44	 39.9	56	 5.1	 5.1	 4.5	 5.2					INDONESIA		INDONESIA:  SUMATRA:  PADANGPANJANG	   -.466	  100.655	60	       5	1			         7	1		1					       5	1			7	1					100	2
5763		2004	2	22	6	46	 27.0	42	 6.0	 6.0	 5.7	 6.3					INDONESIA		INDONESIA:  SUMATRA:  PESISIR SELATAN	  -1.559	  100.488	60					         1	1		1									1	1		1				3
5772		2004	4	9	1	55	 50.7	66	 5.4	 5.4		 5.5					INDONESIA		INDONESIA:  SUMATRA:  PADANG	  -1.549	  100.540	60								1												1				1
5774		2004	4	16	18	32	 24.0	96	 5.5	 5.5		 5.5					INDONESIA		INDONESIA:  BALI	  -8.669	  114.650	60								1				1								1				1
5775		2004	4	23	1	50	 30.2	66	 6.7	 6.7		 6.5					INDONESIA		INDONESIA:  TIMOR: KUPANG	  -9.362	  122.839	60								1												1				
5810	Tsu	2004	11	11	21	26	 41.1	10	 7.5	 7.5	 7.3	 6.5					INDONESIA		INDONESIA:  KEPULAUAN ALOR	  -8.152	  124.868	60	      34	1			       400	3		3	781	3	16712	4	      34	1			400	3		3	781	3	16712	4
5817		2004	11	26	2	25	  3.3	10	 7.1	 7.1	 7.2	 6.2				8	INDONESIA		INDONESIA:  NABIRE	  -3.609	  135.404	170	      32	1			       130	3	      55.000	4	328	3			      32	1			130	3	      55.000	4	328	3		
5823	Tsu	2004	12	26	0	58	 53.4	30	 9.1	 9.1	 8.8	 7.0					INDONESIA		INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST	   3.316	   95.854	60	    1001	4				3	   10000.000	4		3		3	  227899	4				3	   10000.000	4		4		4
5839		2005	1	23	20	10	 12.1	11	 6.3	 6.3	 5.9	 5.8					INDONESIA		INDONESIA:  SULAWESI:  PALU	  -1.198	  119.933	170	       1	1			         4	1		2					       1	1			4	1		2				
5844		2005	2	2	5	55	 18.2	15	 4.8			 4.8					INDONESIA		INDONESIA:  JAVA:  GARUT	  -7.037	  107.819	60	       1	1				2		2		2		2	       1	1				2		2		2		
6657	Tsu	2005	3	28	16	9	 36.5	30	 8.6	 8.6	 8.4	 7.2					INDONESIA		INDONESIA:  SUMATERA:  SW	   2.085	   97.108	60	    1303	4			       340	3		4	300	3	300	3	    1313	4			340	3		4	300	3		
6659	Tsu	2005	4	10	10	29	 11.2	19	 6.7	 6.7	 6.7	 6.4				5	INDONESIA		INDONESIA:  PADANG	  -1.644	   99.607	60																								
6757		2005	7	5	1	52	  2.9	21	 6.7	 6.7	 6.8	 6.2					INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	   1.819	   97.082	60								1												1				
6758		2005	7	9	23	59	 17.0	32	 5.9	 5.9	 5.5	 5.6					INDONESIA		INDONESIA:  SULAWESI:  DONGGALA	  -1.174	  119.963	170								1	6	1	6	1								1	6	1		
6760		2005	7	18	2	4	 59.8	10	 5.3	 5.3	 5.2	 5.7					INDONESIA		INDONESIA:  TIMOR:  TIMOR TENGAH UTARA	  -9.948	  124.480	60								1		1		1								1		1		
8956		2006	1	27	16	58	 53.6	397	 7.6	 7.6		 7.0					INDONESIA		INDONESIA:  BANDA SEA	  -5.473	  128.131	170																								
7230	Tsu	2006	3	14	6	57	 33.8	30	 6.7	 6.7	 6.7	 6.4					INDONESIA		INDONESIA:  SERAM	  -3.595	  127.214	170								2	241	3			       4	1						2	241	3		
7233		2006	3	28	8	35	 43.3	30	 5.0			 5.0					INDONESIA		INDONESIA:  N. SUMATRA: TAPAKTUAN	   3.462	   97.224	60								1												1				
7244		2006	5	12	8	16	 56.5	17	 5.5	 5.5	 4.9	 5.4					INDONESIA		INDONESIA:  SUMATRA:  KALIANDAK	  -5.575	  105.395	60								1		2		2								1		2		
7245		2006	5	26	22	53	 58.9	13	 6.3	 6.3	 6.2	 6.0					INDONESIA		INDONESIA:   JAVA:  BANTUL, YOGYAKARTA	  -7.961	  110.446	60	    5749	4			     38568	4	    3100.000	4	127000	4	127000	4	    5749	4			38568	4	    3100.000	4	127000	4		
7181	Tsu	2006	7	17	8	19	 25.0	34	 7.7	 7.7	 7.2	 6.1					INDONESIA		INDONESIA:  JAVA	  -9.254	  107.411	60													     802	3			498	3	      55.000	4	1623	4		
7419		2006	11	24	6	33	 26.4	31	 5.2			 5.2					INDONESIA		INDONESIA:  SULAWESI: PINRANG	  -3.728	  119.233	170								1												1				
7414		2006	11	29	1	32	 17.9	39	 6.2	 6.2	 5.9	 5.9					INDONESIA		INDONESIA:  HALMAHERA:  MOROTAI	   2.520	  128.283	170								2	50	1										2	50	1		
7420		2006	12	1	14	1	 47.5	43	 6.3	 6.3	 6.0	 5.9					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.251	  118.777	60	       1	1			        14	1		1	20	1			       1	1			14	1		1	20	1		
7444		2006	12	17	21	39	 17.4	30	 5.8	 5.8	 5.8	 5.5					INDONESIA		INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI	    .626	   99.859	60	       7	1			       100	2		3	680	3			       7	1			100	2		3	680	2		
7456		2007	1	21	11	27	 45.0	22	 7.5	 7.5	 7.3	 6.7					INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.065	  126.282	170	       4	1			         4	1		1					       4	1			4	1		1				
7481		2007	3	6	3	49	 38.9	19	 6.4	 6.4	 6.4	 5.9				8	INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	   -.493	  100.498	60	      67	2			       826	3		3	43719	4		4	      67	2			826	3		3	43719	4		4
7524		2007	5	29	9	36	  5.6	24	 6.1	 6.1	 5.8	 6.0					INDONESIA		INDONESIA: LABUHA	  -1.065	  127.343	170								1		2										1		2		
7599		2007	7	26	5	40	 16.1	25	 6.9	 6.9	 6.8	 6.4					INDONESIA		INDONESIA:  MALUKU:  N	   2.872	  127.464	170						2		1		1								2		1		1		
7533		2007	8	8	17	4	 58.0	289	 7.5	 7.5							INDONESIA		INDONESIA:  JAVA	  -5.968	  107.655	60																								
7617		2007	9	9	18	36	 37.6	35	 4.8			 4.8					INDONESIA		INDONESIA:  SITUBONDO	  -7.783	  114.338	60					        13	1		1									13	1		1				
7574	Tsu	2007	9	12	11	10	 26.8	34	 8.4	 8.4	 8.5	 6.9					INDONESIA		INDONESIA:  SUMATRA	  -4.438	  101.367	60	      25	1			       161	3		3	56425	4		4	      25	1			161	3		3	56425	4		4
7575		2007	9	12	23	49	  3.7	35	 7.9	 7.9	 8.1	 6.6					INDONESIA		INDONESIA:  SUMATRA	  -2.625	  100.841	60																								
7674		2007	11	25	16	2	 17.9	35	 6.5	 6.5		 6.2	6.3				INDONESIA		INDONESIA:  SUMBAWA ISLAND	  -8.277	  118.339	60	       3	1				3		2		3			       3	1				3		2		3		
7747		2008	1	7	3	12	 26.8	12	 5.9	 5.9	 5.6	 6.0					INDONESIA		INDONESIA: NEW GUINEA: MANOKWARI,	   -.795	  134.012	170					         6	1		1			22	1					6	1		1			22	1
7750		2008	1	22	17	14	 57.9	20	 6.1	 6.1		 5.9					INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	   1.011	   97.442	60	       1	1			         5	1		1					       1	1			5	1		1				2
7870		2008	2	20	8	8	 30.5	26	 7.4	 7.4	 7.5	 6.5					INDONESIA		INDONESIA:  SUMATERA:  ACEH PROVINCE	   2.768	   95.964	60	       3	1			        25	1							       3	1			25	1						
7743	Tsu	2008	2	25	8	36	 33.0	25	 6.5	 6.5	 6.6	 6.4					INDONESIA		INDONESIA:  SUMATRA:  PADANG	  -2.486	   99.972	60								1				2								1				2
8185		2008	9	9	3	7	 27.5	25	 5.4			 5.4					INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	  -3.935	  103.058	60	       2	1						2					       2	1						2			113	3
8191	Tsu	2008	11	16	17	2	 32.7	30	 7.3	 7.3	 7.0	 6.5					INDONESIA		INDONESIA:  MINAHASSA PENINSULA	   1.271	  122.091	170	       6	1			        77	2		3			1000	3	       6	1			77	2		3			1000	3
8204	Tsu	2009	1	3	19	43	 50.6	17	 7.6	 7.6	 7.5	 6.6					INDONESIA		PAPUA NEW GUINEA:  NEAR NORTH COAST	   -.414	  132.885	170	       5	1			       250	3		3			840	3	       5	1			250	3		3			840	3
8211	Tsu	2009	1	3	22	33	 40.2	23	 7.3	 7.3	 7.4	 6.7					INDONESIA		PAPUA NEW GUINEA:  NEAR NORTH COAST	   -.691	  133.305	170																								
8251	Tsu	2009	2	11	17	34	 50.8	22	 7.2	 7.2	 7.2	 6.6					INDONESIA		INDONESIA:  KEPULAUAN TALAUD	   3.884	  126.397	170					        64	2		2			597	3					64	2		2			597	3
8472	Tsu	2009	8	16	7	38	 21.7	20	 6.7	 6.7	 6.7	 6.5					INDONESIA		INDONESIA:  SUMATRA:  PADANG	  -1.479	   99.490	60					         9	1											9	1						
8386	Tsu	2009	9	2	7	55	  1.0	46	 7.0	 7.0	 7.0	 6.8					INDONESIA		INDONESIA:  JAVA	  -7.782	  107.297	60	      81	2			      1297	4		3			54000	4	      81	2			1297	4		3			54000	4
8534		2009	9	18	23	6	 57.7	79	 5.7	 5.7		 6.0					INDONESIA		INDONESIA:  BALI:  DENPASAR	  -9.138	  115.593	60					         7	1		1				2					7	1		1				2
8409	Tsu	2009	9	30	10	16	  9.2	81	 7.5	 7.5		 7.1					INDONESIA		INDONESIA:  SUMATRA:  PADANG	   -.720	   99.867	60	    1117	4			      1214	4	    2200.000	4		3	181665	4	    1117	4			1214	4	    2200.000	4		3	181665	4
8552		2009	10	1	1	52	 27.3	10	 6.6	 6.6	 6.7	 5.9					INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI	  -2.515	  101.501	60	       3	1					      10.000	3		3		3	       3	1					      10.000	3		3		
8451		2009	11	8	19	41	 43.3	18	 6.6	 6.6	 6.5	 6.3					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.207	  118.631	60	       2	1			       200	3	       2.430	2					       2	1			200	3	       2.430	2				2
8992		2010	1	10	0	25	  4.2	65	 5.1			 5.1					INDONESIA		INDONESIA:  JAVA:  GARUT	  -7.907	  107.879	60	       1	1			         2	1							       1	1			2	1						
8973	Tsu	2010	4	6	22	15	  1.5	31	 7.8	 7.8	 7.9	 7.0					INDONESIA		INDONESIA:  SUMATRA	   2.383	   97.048	60																								
9092		2010	5	9	5	59	 41.6	38	 7.2	 7.2	 7.3	 6.6					INDONESIA		INDONESIA:  N. SUMATRA: SIMEULUE ISLAND	   3.748	   96.018	60								1												1				
9292		2010	6	16	3	16	 27.5	18	 7.0	 7.0	 7.1	 6.7				6	INDONESIA		INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN	  -2.174	  136.543	170	      17	1						3	2556	4			      17	1						3	2556	4		
9592	Tsu	2010	10	25	14	42	 22.0	20	 7.8	 7.8	 7.3	 6.5					INDONESIA		INDONESIA:  SUMATRA	  -3.487	  100.082	60													     431	3					      39.000	4	700	3		
9864		2011	4	24	23	7	 51.4	8	 6.1	 6.1	 5.8	 5.7					INDONESIA		INDONESIA:   SULAWESI:  KENDARI	  -4.586	  122.771	170					        14	1		2		2							14	1		2		2		
9840		2011	9	5	17	55	 11.2	91	 6.7	 6.7		 6.6					INDONESIA		INDONESIA:  SUMATRA	   2.965	   97.893	60	      10	1						1				2	      10	1						1				2
9879	Tsu	2012	4	11	8	38	 36.7	20	 8.6	 8.6	 8.5	 7.4					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	   2.327	   93.063	60	      10	1			        12	1		1				2	      10	1			12	1		1				2
9880	Tsu	2012	4	11	10	43	 10.8	25	 8.2	 8.2		 7.2					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	    .802	   92.463	60																								
9909		2012	6	4	11	18	 13.4	50	 5.8	 5.8	 5.2	 5.9					INDONESIA		INDONESIA:  JAVA	  -7.692	  106.371	60					         2	1		1			23	1					2	1		1			23	1
9951		2012	7	25	0	27	 45.2	22	 6.5	 6.5	 6.5	 5.9					INDONESIA		INDONESIA: BANDA ACEH	   2.707	   96.045	60	       1	1						1			20	1	       1	1						1			20	1
9938		2012	8	18	9	41	 52.4	10	 6.3	 6.3	 6.1	 5.8					INDONESIA		INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG	  -1.315	  120.096	170	       6	1			        43	1		4	471	3	1097	4	       6	1			43	1		4	471	3	1097	4
9957		2013	1	21	22	22	 52.7	12	 6.1	 6.1	 6.0	 5.8					INDONESIA		INDONESIA:  SUMATERA:  N	   4.927	   95.907	60	       1	1			        15	1		1			71	2	       1	1			15	1		1			71	2
10006		2013	6	22	5	42	 39.8	47	 5.1	 5.1		 5.1					INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.305	  116.058	60					        50	1		3	5370	3	1700	4					50	1		3	5370	4	1700	4
10005		2013	7	2	7	37	  2.6	13	 6.1	 6.1	 6.2	 5.9					INDONESIA		INDONESIA:  BANDA ACEH	   4.645	   96.665	60	      42	1			      2500	4		3	20401	4			      42	1	6	1	2500	4		3	20401	4		
10038		2013	7	8	2	13	 40.6	60	 5.7	 5.7		 5.5					INDONESIA		INDONESIA:  JAVA	  -8.803	  113.002	60					         1	1		1	124	3							1	1		1	124	3		
10050		2013	10	22	5	40	  1.0	10	 5.5	 5.5						5	INDONESIA		INDONESIA:  BANDA ACEH	   5.103	   95.971	60	       1	1			         2	1		1			160	3	       1	1			2	1		1			160	3
10070		2014	1	25	5	14	 51.0	66	 6.1	 6.1						5	INDONESIA		INDONESIA:  JAVA:  BANYUMAS	  -7.986	  109.265	60								1	1	1		2								1	1	1		2
10119	Tsu	2014	11	15	2	32	 12.0	45	 7.1	 7.1						5	INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   1.893	  126.522	170																								
10149		2015	7	27	21	42	 11.0	48	 7.0	 7.0						5	INDONESIA		INDONESIA:  PAPUA	  -2.629	  138.528	170	       1	1						1	1	1	6	1	       1	1						1	1	1	6	1
10158		2015	9	24	15	53	    	10	 6.6	 6.6						5	INDONESIA		INDONESIA:  SORONG	   -.590	  131.270	170					        62	2		2			260	3					62	2		2			260	3
10343		2015	11	4	3	44	 19.0	20	 6.5	 6.5						5	INDONESIA		INDONESIA:  EAST NUSA TENGGARA:  ALOR	  -8.338	  124.875	60							       9.000	3			1468	4							       9.000	3			1468	4
10171		2016	1	16	23	22	  4.0	4	 5.6	 5.6						3	INDONESIA		INDONESIA: MALUKU:  BURU, AMBALAU ISLAND	  -3.873	  127.229	170	       1	1			        22	1		1			230	3	       1	1			22	1		1			230	3
10175	Tsu	2016	3	2	12	49	 11.0	24	 7.8	 7.8						5	INDONESIA		INDONESIA: SUMATRA:	  -4.952	   94.330	60																								
10365		2016	6	1	22	56	  8.0	50	 6.6	 6.6						5	INDONESIA		INDONESIA:  SUMATRA:  PESISIR SELATAN	  -2.097	  100.665	60	       1	1			        30	1		2			2663	4	       1	1			30	1		2			2663	4
10185		2016	6	7	19	15	 33.0	31	 6.3	 6.3						4	INDONESIA		INDONESIA:  MALUKU:  TERNATE ISLAND	   1.279	  126.371	170								1				1								1				1
10189		2016	7	31	23	41	 28.0	21	 5.6	 5.6						6	INDONESIA		INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA	  -8.194	  117.814	60					         4	1		2			700	3					4	1		2			700	3
10215		2016	12	6	22	3	 39.0	13	 6.5	 6.5						8	INDONESIA		INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA	   5.283	   96.168	60	     104	3			       857	3	     100.000	4	245	3	18752	4	     104	3			857	3	     100.000	4	245	3	18752	4
10436		2017	3	21	23	10	 15.0	112	 5.6	 5.6							INDONESIA		INDONESIA:  BALI	  -8.492	  115.323	60					         4	1		2		1							4	1		2		1		
10250		2017	5	29	14	35	 51.0	12	 6.6	 6.6	 6.4	 6.2				7	INDONESIA		INDONESIA:  SULAWESI:  POSO	  -1.292	  120.431	170					        25	1		2	5	1	348	3					25	1		2	5	1	348	3
10319		2017	10	31	11	50	 37.0	6	 6.1	 6.1						5	INDONESIA		INDONESIA:  MALUKU:  AMBON	  -3.745	  127.752	170	       1	1						1			14	1	       1	1						1			14	1
10282		2017	11	18	16	7	  3.0	8	 5.8	 5.8							INDONESIA		INDONESIA: NORTH MALUKU: MOROTAI	   2.465	  128.148	170	       1	1						2			294	3	       1	1						2			294	3
10287		2017	12	15	16	47	 56.0	92	 6.5	 6.5							INDONESIA		INDONESIA:  JAVA	  -7.734	  108.023	60	       4	1			        36	1		2			4825	4	       4	1			36	1		2			4825	4
10299		2018	1	23	6	34	 54.0	44	 6.0	 6.0							INDONESIA		INDONESIA:  JAVA:  BANTEN	  -7.196	  105.918	60	       1	1			        11	1		2			2760	4	       1	1			11	1		2			2760	4
10327		2018	4	18	6	28	 35.0	4	 4.4						 4.4	2	INDONESIA		INDONESIA:  JAVA:  BANJARNEGARA	  -7.210	  109.650	60	       3	1			        21	1		2			316	3	       3	1			21	1		2			316	3
10348		2018	7	21	7	58	 15.0	10	 5.2	 5.2							INDONESIA		INDONESIA: SUMATRA: SOLOK	   -.965	  100.771	60	       1	1			         2	1		1	2	1	10	1	       1	1			2	1		1	2	1	10	1
10349		2018	7	28	22	47	 37.0	6	 6.4	 6.4							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.274	  116.491	60	      17	1			       355	3		3	5448	4		3	      17	1			355	3		3	5448	4		3
10351	Tsu	2018	8	5	11	46	 37.0	31	 6.9	 6.9							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.287	  116.452	60	     560	3			      7733	4	     509.000	4		3	83392	4	     560	3			7733	4	     509.000	4		3	83392	4
10352		2018	8	9	5	25	 31.0	10	 5.9	 5.9							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.394	  116.208	60	       2	1			        24	1		2				3	       2	1			24	1		2				3
10354		2018	8	19	4	10	 21.0	8	 6.3	 6.3							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.325	  116.577	60	       2	1			         1	1		2			1705	4	       2	1			1	1		2			1705	4
10355		2018	8	19	14	56	 28.0	26	 6.9	 6.9							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.324	  116.626	60	      10	1			        24	1		2			151	3	      10	1			24	1		2			151	3
10369	Tsu	2018	9	28	10	2	 43.0	10	 7.5	 7.5						8	INDONESIA		INDONESIA:  SULAWESI	   -.178	  119.840	170	    3879	4			      4612	4	    1500.000	4	5864	4	69483	4	    3879	4			4612	4	    1500.000	4	5864	4	69483	4
10371		2018	10	10	18	44	 55.0	9	 6.0	 6.0						5	INDONESIA		INDONESIA:  MADURA ISLAND, JAVA	  -7.456	  114.453	60	       4	1			        36	1		1			433	3	       4	1			36	1		1			433	3
10374		2018	11	14	23	1	 21.0	9	 5.6	 5.6							INDONESIA		INDONESIA:  SULAWESI:  MAMASA	  -2.916	  119.435	170	       7	1						2				3	       7	1						2				3
10398		2019	2	27	23	27	  4.0	10	 5.4	 5.4							INDONESIA		INDONESIA: SUMATRA: SOLOK	  -1.301	  101.601	60					        48	1		2			343	3					48	1		2			343	3
10399		2019	3	17	7	7	 27.0	24	 5.5	 5.5							INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.418	  116.520	60	       6	1				1		2	843	3	3613	4	       6	1				1		2	843	3	3613	4
10402		2019	4	12	11	40	 49.0	18	 6.8	 6.8							INDONESIA		INDONESIA:  SULAWESI ISLAND: LUWUK	  -1.852	  122.553	60	       1	1											       1	1										
10426		2019	7	14	9	10	 50.0	10	 7.3	 7.3							INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   -.529	  128.093	170	       8	1			       134	3		2	1176	4	1158	4	       8	1			134	3		2	1176	4	1158	4
10431		2019	8	2	12	3	 27.0	53	 6.9	 6.9							INDONESIA		INDONESIA:  JAVA:  BANTEN	  -7.267	  104.825	60	       6	1			         3	1		2	13	1	458	3	       6				3	1		2	13	1	458	3
10448		2019	9	25	23	46	 44.0	18	 6.5	 6.5							INDONESIA		INDONESIA:  MALUKU:  AMBON	  -3.450	  128.347	170	      31	1			       179	3		3		1	2675	2	      31	1			179	3		3		1	2675	4
10452		2019	10	10	4	39	 48.0	54	 5.0			 5.0				7	INDONESIA		INDONESIA:  PASSO	  -3.650	  128.216	170	       1	1			         2	1		2				1	       1	1			2	1		2				1
10458		2019	11	12	10	10	 44.0	50	 5.0			 5.0					INDONESIA		INDONESIA:  MALUKU:  AMBON	  -3.610	  128.299	170	       2	1			         3	1		1		1			       2	1			3	1		1		1		
10457	Tsu	2019	11	14	16	17	 40.0	33	 7.1	 7.1							INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.600	  126.416	170	       1	1			         3	1		1			36	1	       1	1			3	1		1			36	1
10483		2020	3	10	10	18	  6.0	23	 5.0			 5.0				8	INDONESIA		INDONESIA:  JAVA:  SUKABUMI, BOGOR	  -6.808	  106.676	60					         4	1		2			1137	4					4	1		2			1137	4
